stars,name,full_name,html_url,description,relevant
4926,cosign,sigstore/cosign,https://github.com/sigstore/cosign,Code signing and transparency for containers and binaries,y
4926,react-native-linear-gradient,react-native-linear-gradient/react-native-linear-gradient,https://github.com/react-native-linear-gradient/react-native-linear-gradient,A <LinearGradient /> component for react-native,y
4926,lightfm,lyst/lightfm,https://github.com/lyst/lightfm,"A Python implementation of LightFM, a hybrid recommendation algorithm.",y
4925,autotrack,googleanalytics/autotrack,https://github.com/googleanalytics/autotrack,Automatic and enhanced Google Analytics tracking for common user interactions on the web.,y
4925,wmr,preactjs/wmr,https://github.com/preactjs/wmr,👩‍🚀 The tiny all-in-one development tool for modern web apps.,y
4924,GCPSketchnote,priyankavergadia/GCPSketchnote,https://github.com/priyankavergadia/GCPSketchnote,"If you are looking to become a Google Cloud Engineer , then you are at the right place. GCPSketchnote is series where I share Google Cloud concepts in quick and easy to learn format.",n
4924,Fantasy-Map-Generator,Azgaar/Fantasy-Map-Generator,https://github.com/Azgaar/Fantasy-Map-Generator,Web application generating interactive and highly customizable maps,y
4923,gitify,gitify-app/gitify,https://github.com/gitify-app/gitify,"GitHub notifications on your menu bar. Available on macOS, Windows & Linux.",y
4922,amqp,streadway/amqp,https://github.com/streadway/amqp,Go client for AMQP 0.9.1,y
4921,trpl-zh-cn,KaiserY/trpl-zh-cn,https://github.com/KaiserY/trpl-zh-cn,Rust 程序设计语言（2024 edition 施工中）,n
4921,ToolGood.Words,toolgood/ToolGood.Words,https://github.com/toolgood/ToolGood.Words,一款高性能敏感词(非法词/脏字)检测过滤组件，附带繁体简体互换，支持全角半角互换，汉字转拼音，模糊搜索等功能。,y
4921,danfojs,javascriptdata/danfojs,https://github.com/javascriptdata/danfojs,"Danfo.js is an open source, JavaScript library providing high performance, intuitive, and easy to use data structures for manipulating and processing structured data.",y
4921,awesome-bug-bounty,djadmin/awesome-bug-bounty,https://github.com/djadmin/awesome-bug-bounty,A comprehensive curated list of available Bug Bounty & Disclosure Programs and Write-ups.,n
