ecosystem,config_cluster,entropy,entropy_normalized,num_projects,num_options
2,1,4.298727082229078,0.8979079888148396,23,120
2,2,4.0252499293799495,0.8407847252057813,6,120
2,0,3.3339054063374873,0.696378309448557,3,120
2,5,2.8370993812038137,0.5926066369683501,2,120
2,3,1.3862943611198906,0.28956590122791626,1,120
2,4,1.0986122886681096,0.22947554746688673,1,120
