cluster_id,num_projects,top_features
0,3,github-action::jobs.build.runs-on (3); github-action::jobs.build.steps.run (3); github-action::jobs.build.steps.with.distribution (3); gradle-wrapper::distributionbase::GRADLE_USER_HOME (3); gradle-wrapper::zipstorepath::wrapper/dists (3); gradle-wrapper::zipstorebase::GRADLE_USER_HOME (3); gradle-wrapper::validatedistributionurl::true (3); gradle-wrapper::networktimeout::10000 (3); gradle-wrapper::distributionpath::wrapper/dists (3); github-action::on.push.branches::main (2); yaml::updates.package-ecosystem::gradle (2); github-action::jobs.build.steps.uses::actions/setup-java@v4 (2); yaml::version::2 (2); yaml::updates.package-ecosystem::github-actions (2); yaml::updates.directory::/ (2)
1,23,github-action::jobs.build.runs-on (23); github-action::jobs.build.steps.env.NETFLIX_OSS_SONATYPE_USERNAME (23); github-action::jobs.build.steps.id::gradle-cache (23); github-action::jobs.build.steps.id::gradle-wrapper-cache (23); github-action::jobs.build.steps.env.NETFLIX_OSS_REPO_PASSWORD (23); github-action::jobs.build.steps.env.NETFLIX_OSS_REPO_USERNAME (23); github-action::jobs.build.steps.env.NETFLIX_OSS_SIGNING_KEY (23); github-action::jobs.build.steps.env.NETFLIX_OSS_SIGNING_PASSWORD (23); github-action::jobs.build.steps.if (23); github-action::jobs.build.steps.env.NETFLIX_OSS_SONATYPE_PASSWORD (23); github-action::jobs.build.steps.with.path::~/.gradle/caches (23); github-action::jobs.build.steps.with.key (23); github-action::jobs.build.steps.with.distribution (23); github-action::jobs.build.steps.run (23); github-action::jobs.build.steps.name::Publish release (23)
2,6,github-action::jobs.build.runs-on (6); github-action::jobs.build.steps.env.NETFLIX_OSS_SONATYPE_USERNAME (6); github-action::jobs.build.steps.env.NETFLIX_OSS_REPO_PASSWORD (6); github-action::jobs.build.steps.name::Build (6); github-action::jobs.build.steps.env.NETFLIX_OSS_SONATYPE_PASSWORD (6); github-action::jobs.build.steps.env.NETFLIX_OSS_REPO_USERNAME (6); github-action::jobs.build.steps.uses::actions/setup-java@v5 (6); github-action::jobs.build.steps.uses::actions/checkout@v6 (6); github-action::jobs.build.steps.with.distribution (6); github-action::jobs.build.steps.run (6); github-action::on::pull_request (6); github-action::name::PR Build (6); github-action::on.push.tags::v[0-9]+.[0-9]+.[0-9]+-rc.[0-9]+ (6); github-action::name::Release (6); github-action::name::Snapshot (6)
3,1,yaml::version::2 (1); yaml::updates.directory::/ (1); yaml::updates.package-ecosystem::github-actions (1); github-action::on.push.branches::main (1); configparser::log4j.appender.stdout (0); configparser::log4j.appender.stdout.layout (0); docker::FROM (0); github-action::jobs.build.environment (0); github-action::jobs.build.steps.env.CI_BUILD_NUMBER (0); github-action::jobs.build.steps.env.CI_BUILD_URL::https://github.com/${{ github.repository }} (0); github-action::jobs.build.steps.env.CI_NAME::github_actions (0); github-action::jobs.build.steps.env.COVERALLS_REPO_TOKEN::${{ secrets.GITHUB_TOKEN }} (0); github-action::jobs.build.steps.env.NETFLIX_OSS_REPO_PASSWORD (0); github-action::jobs.build.steps.env.NETFLIX_OSS_REPO_USERNAME (0); github-action::jobs.build.steps.env.NETFLIX_OSS_SIGNING_KEY (0)
4,1,github-action::jobs.deploy.runs-on (1); github-action::on.release.types::published (1); github-action::jobs.deploy.steps.run (1); configparser::log4j.appender.stdout (0); github-action::jobs.build.if (0); configparser::log4j.appender.stdout.layout (0); docker::FROM (0); github-action::jobs.build.environment (0); github-action::jobs.build.steps.env.CI_BUILD_NUMBER (0); github-action::jobs.build.steps.env.CI_BUILD_URL::https://github.com/${{ github.repository }} (0); github-action::jobs.build.steps.env.CI_NAME::github_actions (0); github-action::jobs.build.steps.env.COVERALLS_REPO_TOKEN::${{ secrets.GITHUB_TOKEN }} (0); github-action::jobs.build.steps.env.NETFLIX_OSS_REPO_PASSWORD (0); github-action::jobs.build.steps.env.NETFLIX_OSS_REPO_USERNAME (0); github-action::jobs.build.steps.env.NETFLIX_OSS_SIGNING_KEY (0)
5,2,yaml::plugins (2); yaml::theme.name::material (2); yaml::theme.palette.primary (2); yaml::theme.palette.accent (2); github-action::on.push.branches::master (2); github-action::on.push.branches::main (2); github-action::jobs.deploy.runs-on (2); github-action::jobs.deploy.steps.run (2); yaml::markdown_extensions (2); yaml::markdown_extensions::pymdownx.tilde (2); github-action::jobs.build.runs-on (1); github-action::jobs.build.steps.uses::actions/checkout@v4 (1); github-action::jobs.build.steps.run (1); github-action::on::pull_request (1); github-action::jobs.build.steps.with.distribution (1)
