project_name,n_contributors,spearman_rho,spearman_pvalue,permutation_pvalue,ci_lower_95,ci_upper_95,pearson_r,pearson_pvalue,total_commits_sum,config_commits_sum,config_ratio
3x-ui,112,0.6008964972948864,2.4804274477496405e-12,0.0,0.4304139986097464,0.735116451070045,0.9904536543800683,1.6510292403916503e-96,1684,411,0.24406175771971497
AdGuardHome,104,0.5945620833094861,2.8438096265524686e-11,0.0,0.4195471698345644,0.7347998238078393,0.9389990493108957,4.385066041861773e-49,4293,1145,0.26671325413463776
1Panel,79,0.48258911968800994,6.6698868193222884e-06,0.0,0.26508617715036215,0.6636243682395456,0.9933161670961477,5.718620200542864e-74,3672,707,0.19253812636165576
AdminLTE,116,0.3510349540878417,0.0001117676038824094,0.0,0.1130113101914127,0.5571650549705565,0.7491868491372843,3.9782901943519136e-22,2708,992,0.3663220088626292
APIJSON,82,0.3255118521335323,0.002844070205519048,0.003,0.0904824620461989,0.5337520199761865,0.9998122744978418,8.503890429193349e-139,3320,298,0.08975903614457831
