project_name,total_technologies,orphaned_count,endangered_count,orphaned_rate,endangered_rate,at_risk_rate
jq,6,0,0,0.0,0.0,0.0
jquery_jquery,8,0,0,0.0,0.0,0.0
js-cookie,10,0,0,0.0,0.0,0.0
jsdom,7,0,0,0.0,0.0,0.0
json-server,8,0,0,0.0,0.0,0.0
jsoncrack.com,12,0,0,0.0,0.0,0.0
julia,12,0,0,0.0,0.0,0.0
jumpserver,12,0,0,0.0,0.0,0.0
juspay_hyperswitch,15,0,0,0.0,0.0,0.0
just,8,0,0,0.0,0.0,0.0
k3s,22,0,0,0.0,0.0,0.0
k6,16,0,0,0.0,0.0,0.0
k9s,11,3,0,0.2727,0.0,0.2727
kafka,9,0,0,0.0,0.0,0.0
keepassxc,11,1,0,0.0909,0.0,0.0909
keras,12,0,0,0.0,0.0,0.0
kestra,15,0,0,0.0,0.0,0.0
keycloak_keycloak,25,0,0,0.0,0.0,0.0
khoj,17,1,0,0.0588,0.0,0.0588
kickstart.nvim,2,1,0,0.5,0.0,0.5
kit,15,0,0,0.0,0.0,0.0
kitty,7,0,0,0.0,0.0,0.0
kivy,10,0,0,0.0,0.0,0.0
koa,8,0,0,0.0,0.0,0.0
kong,10,0,0,0.0,0.0,0.0
koodo-reader,19,9,0,0.4737,0.0,0.4737
koreader,7,0,0,0.0,0.0,0.0
kotaemon,8,0,0,0.0,0.0,0.0
kotlin,10,0,0,0.0,0.0,0.0
kubernetes_kubernetes,28,1,0,0.0357,0.0,0.0357
kubernetes_minikube,15,0,0,0.0,0.0,0.0
kuboard-press,7,2,0,0.2857,0.0,0.2857
ladybird,16,0,0,0.0,0.0,0.0
langchain,14,0,0,0.0,0.0,0.0
langflow-ai_langflow,19,0,0,0.0,0.0,0.0
langgenius_dify,17,0,0,0.0,0.0,0.0
laravel-debugbar,4,0,0,0.0,0.0,0.0
laravel,5,0,0,0.0,0.0,0.0
laurent22_joplin,24,1,0,0.0417,0.0,0.0417
layui,7,1,0,0.1429,0.0,0.1429
lazygit,17,1,0,0.0588,0.0,0.0588
lede,5,1,0,0.2,0.0,0.2
leetcode,8,1,0,0.125,0.0,0.125
leptos,18,0,0,0.0,0.0,0.0
lerna,13,0,0,0.0,0.0,0.0
lexical,10,0,0,0.0,0.0,0.0
libgdx,9,0,0,0.0,0.0,0.0
libuv,6,0,0,0.0,0.0,0.0
linera-protocol,16,0,0,0.0,0.0,0.0
linux-command,8,0,0,0.0,0.0,0.0
linux-insides,1,0,0,0.0,0.0,0.0
lit_lit,12,0,0,0.0,0.0,0.0
live,3,0,0,0.0,0.0,0.0
livewire,7,0,0,0.0,0.0,0.0
llama.cpp,15,0,0,0.0,0.0,0.0
llamafile,3,0,0,0.0,0.0,0.0
llm.c,1,0,0,0.0,0.0,0.0
llvm_llvm-project,19,0,0,0.0,0.0,0.0
lo,7,1,0,0.1429,0.0,0.1429
lobehub_lobe-chat,21,2,0,0.0952,0.0,0.0952
localsend,11,1,0,0.0909,0.0,0.0909
localstack,16,1,0,0.0625,0.0,0.0625
locust,15,2,0,0.1333,0.0,0.1333
logseq,18,0,0,0.0,0.0,0.0
luigi,7,0,0,0.0,0.0,0.0
lutzroeder_netron,6,6,0,1.0,0.0,1.0
lux,6,0,0,0.0,0.0,0.0
lvgl,11,0,0,0.0,0.0,0.0
lx-music-desktop,8,1,0,0.125,0.0,0.125
magic-wormhole,7,0,0,0.0,0.0,0.0
mall,6,6,0,1.0,0.0,1.0
manim,6,0,0,0.0,0.0,0.0
mantine,9,0,0,0.0,0.0,0.0
marked,11,0,0,0.0,0.0,0.0
marker,4,0,0,0.0,0.0,0.0
markitdown,6,0,0,0.0,0.0,0.0
matomo-org_matomo,11,0,0,0.0,0.0,0.0
matplotlib,15,0,0,0.0,0.0,0.0
maui,11,0,0,0.0,0.0,0.0
maybe,9,0,0,0.0,0.0,0.0
mdBook,9,0,0,0.0,0.0,0.0
mdb-ui-kit,5,0,0,0.0,0.0,0.0
mdx,12,0,0,0.0,0.0,0.0
mediapipe,10,0,0,0.0,0.0,0.0
meilisearch,12,0,0,0.0,0.0,0.0
mem0,15,1,0,0.0667,0.0,0.0667
memos,18,0,0,0.0,0.0,0.0
mermaid,25,0,0,0.0,0.0,0.0
metabase_metabase,22,0,0,0.0,0.0,0.0
meteor_meteor,17,0,0,0.0,0.0,0.0
miaosha,7,0,0,0.0,0.0,0.0
micro,3,0,0,0.0,0.0,0.0
micropython,7,0,0,0.0,0.0,0.0
microsoft_TypeScript,13,0,0,0.0,0.0,0.0
microsoft_semantic-kernel,19,0,0,0.0,0.0,0.0
mifi_lossless-cut,9,1,0,0.1111,0.0,0.1111
milvus,17,0,0,0.0,0.0,0.0
mimikatz,1,1,0,1.0,0.0,1.0
mindsdb,15,0,0,0.0,0.0,0.0
minimind,0,0,0,0.0,0.0,0.0
minio,18,1,0,0.0556,0.0,0.0556
mitmproxy,13,0,0,0.0,0.0,0.0
mjml,5,0,0,0.0,0.0,0.0
mkdocs-material,15,0,0,0.0,0.0,0.0
ml-agents,9,0,0,0.0,0.0,0.0
mlc-llm,12,0,0,0.0,0.0,0.0
mlflow_mlflow,20,0,0,0.0,0.0,0.0
mlx,4,0,0,0.0,0.0,0.0
mobx,17,2,0,0.1176,0.0,0.1176
moby_moby,23,0,0,0.0,0.0,0.0
mocha,17,0,0,0.0,0.0,0.0
modular,12,0,0,0.0,0.0,0.0
monaco-editor,12,0,0,0.0,0.0,0.0
mongodb_mongo,27,0,0,0.0,0.0,0.0
mongoose,12,0,0,0.0,0.0,0.0
monica,11,0,0,0.0,0.0,0.0
monolog,5,0,0,0.0,0.0,0.0
motion,14,0,0,0.0,0.0,0.0
mpv,7,0,0,0.0,0.0,0.0
mrdoob_three.js,13,1,0,0.0769,0.0,0.0769
mui_material-ui,26,0,0,0.0,0.0,0.0
mybatis-3,7,0,0,0.0,0.0,0.0
mypy,10,0,0,0.0,0.0,0.0
n8n-io_n8n,22,1,0,0.0455,0.0,0.0455
n,4,1,0,0.25,0.0,0.25
nacos,11,0,0,0.0,0.0,0.0
nanoid,8,0,0,0.0,0.0,0.0
ncnn,6,0,0,0.0,0.0,0.0
neon,15,0,0,0.0,0.0,0.0
neovim,11,0,0,0.0,0.0,0.0
netbox,19,0,0,0.0,0.0,0.0
netdata_netdata,19,1,0,0.0526,0.0,0.0526
netty,9,0,0,0.0,0.0,0.0
next-auth,20,0,0,0.0,0.0,0.0
nginx-proxy,6,0,0,0.0,0.0,0.0
nginx,2,0,0,0.0,0.0,0.0
nlohmann_json,14,1,0,0.0714,0.0,0.0714
nnn,6,1,0,0.1667,0.0,0.1667
nocodb_nocodb,22,0,0,0.0,0.0,0.0
node-red,8,1,0,0.125,0.0,0.125
node,4,1,0,0.25,0.0,0.25
nodejs_node,23,0,0,0.0,0.0,0.0
notepad-plus-plus,5,0,0,0.0,0.0,0.0
novuhq_novu,31,1,0,0.0323,0.0,0.0323
nowinandroid,7,0,0,0.0,0.0,0.0
nrwl_nx,24,0,0,0.0,0.0,0.0
ntfy,10,1,0,0.1,0.0,0.1
nuclei,9,0,0,0.0,0.0,0.0
numpy,16,0,0,0.0,0.0,0.0
nushell,20,0,0,0.0,0.0,0.0
nuxt,17,0,0,0.0,0.0,0.0
nvm,6,0,0,0.0,0.0,0.0
nw.js,5,1,0,0.2,0.0,0.2
obsproject_obs-studio,8,0,0,0.0,0.0,0.0
oh-my-posh,15,1,0,0.0667,0.0,0.0667
ohmyzsh,8,0,0,0.0,0.0,0.0
okhttp,11,0,0,0.0,0.0,0.0
ollama_ollama,12,0,0,0.0,0.0,0.0
onlook,11,0,0,0.0,0.0,0.0
onnx,11,0,0,0.0,0.0,0.0
open-interpreter,9,0,0,0.0,0.0,0.0
open-r1,2,0,0,0.0,0.0,0.0
open-webui_open-webui,11,0,0,0.0,0.0,0.0
openai-python,6,0,0,0.0,0.0,0.0
opencv,10,0,0,0.0,0.0,0.0
openjdk_jdk,4,0,0,0.0,0.0,0.0
openpilot,18,0,0,0.0,0.0,0.0
openssl,6,1,0,0.1667,0.0,0.1667
opentofu,17,0,0,0.0,0.0,0.0
openui,17,0,0,0.0,0.0,0.0
openwrt,7,0,0,0.0,0.0,0.0
openzeppelin-contracts,11,0,0,0.0,0.0,0.0
osquery,9,0,0,0.0,0.0,0.0
outline,13,0,0,0.0,0.0,0.0
oven-sh_bun,17,1,0,0.0588,0.0,0.0588
p5.js,13,0,0,0.0,0.0,0.0
pandas-ai,12,0,0,0.0,0.0,0.0
pandas,15,0,0,0.0,0.0,0.0
pandoc,9,0,0,0.0,0.0,0.0
paperless-ngx,27,1,0,0.037,0.0,0.037
parcel,19,1,0,0.0526,0.0,0.0526
parse-server,10,0,0,0.0,0.0,0.0
pathway,13,0,0,0.0,0.0,0.0
payloadcms_payload,17,0,0,0.0,0.0,0.0
pdf.js,9,0,0,0.0,0.0,0.0
peft,6,0,0,0.0,0.0,0.0
penpot,19,0,0,0.0,0.0,0.0
phaserjs_phaser,10,0,0,0.0,0.0,0.0
phoenix,8,0,0,0.0,0.0,0.0
photoprism_photoprism,12,2,0,0.1667,0.0,0.1667
php-src,9,0,0,0.0,0.0,0.0
phpunit,7,0,0,0.0,0.0,0.0
pi-hole,7,0,0,0.0,0.0,0.0
pingcap_tidb,15,0,0,0.0,0.0,0.0
pingora,6,1,0,0.1667,0.0,0.1667
pipenv,14,1,0,0.0714,0.0,0.0714
pixijs,14,0,0,0.0,0.0,0.0
plane,16,1,0,0.0625,0.0,0.0625
playwright,18,0,0,0.0,0.0,0.0
plotly_dash,15,1,0,0.0667,0.0,0.0667
pm2,10,1,0,0.1,0.0,0.1
pnpm,16,1,0,0.0625,0.0,0.0625
pocketbase,5,0,0,0.0,0.0,0.0
podman,25,0,0,0.0,0.0,0.0
poetry,12,0,0,0.0,0.0,0.0
polars,21,1,0,0.0476,0.0,0.0476
portainer,13,0,0,0.0,0.0,0.0
postcss,9,0,0,0.0,0.0,0.0
postgres,1,0,0,0.0,0.0,0.0
postgrest,15,0,0,0.0,0.0,0.0
postiz-app,17,1,0,0.0588,0.0,0.0588
powerlevel10k,3,1,0,0.3333,0.0,0.3333
preact,6,0,0,0.0,0.0,0.0
prettier,17,0,0,0.0,0.0,0.0
prisma,19,0,0,0.0,0.0,0.0
prometheus,22,0,0,0.0,0.0,0.0
prophet,7,0,0,0.0,0.0,0.0
protobuf,16,2,0,0.125,0.0,0.125
pulumi,17,0,0,0.0,0.0,0.0
puppeteer,14,0,0,0.0,0.0,0.0
pure,7,0,0,0.0,0.0,0.0
puter,10,0,0,0.0,0.0,0.0
pydantic,14,0,0,0.0,0.0,0.0
pyenv,6,0,0,0.0,0.0,0.0
pyscript,11,0,0,0.0,0.0,0.0
python-fire,4,0,0,0.0,0.0,0.0
python-telegram-bot,12,0,0,0.0,0.0,0.0
pytorch-lightning,20,0,0,0.0,0.0,0.0
pytorch_geometric,11,1,0,0.0909,0.0,0.0909
pytorch_pytorch,20,0,0,0.0,0.0,0.0
qBittorrent,14,1,0,0.0714,0.0,0.0714
qinglong,11,1,0,0.0909,0.0,0.0909
qlib,7,0,0,0.0,0.0,0.0
quasarframework_quasar,17,2,0,0.1176,0.0,0.1176
query,18,0,0,0.0,0.0,0.0
quivr,20,0,0,0.0,0.0,0.0
qwik,20,0,0,0.0,0.0,0.0
radare2,9,0,0,0.0,0.0,0.0
rails,10,0,0,0.0,0.0,0.0
rancher,16,0,0,0.0,0.0,0.0
rapid7_metasploit-framework,13,0,0,0.0,0.0,0.0
ray-project_ray,23,0,0,0.0,0.0,0.0
raylib,7,0,0,0.0,0.0,0.0
rclone_rclone,17,0,0,0.0,0.0,0.0
react-admin,13,0,0,0.0,0.0,0.0
react-bootstrap,12,0,0,0.0,0.0,0.0
react-hook-form,12,0,0,0.0,0.0,0.0
react-native-vector-icons,15,0,0,0.0,0.0,0.0
react-native-web,7,0,0,0.0,0.0,0.0
react-native,12,0,0,0.0,0.0,0.0
react-navigation,13,0,0,0.0,0.0,0.0
react-redux,11,0,0,0.0,0.0,0.0
react-router,19,0,0,0.0,0.0,0.0
react-scan,8,1,0,0.125,0.0,0.125
react-spring,15,2,0,0.1333,0.0,0.1333
react-testing-library,6,0,0,0.0,0.0,0.0
react-three-fiber,7,0,0,0.0,0.0,0.0
react,22,0,0,0.0,0.0,0.0
recharts,7,0,0,0.0,0.0,0.0
recommenders,10,0,0,0.0,0.0,0.0
redash,20,0,0,0.0,0.0,0.0
redis,9,1,0,0.1111,0.0,0.1111
redisson,6,0,0,0.0,0.0,0.0
redoc,15,0,0,0.0,0.0,0.0
reduxjs_redux,10,0,0,0.0,0.0,0.0
refined-github,7,0,0,0.0,0.0,0.0
refinedev_refine,19,1,0,0.0526,0.0,0.0526
reflex,8,0,0,0.0,0.0,0.0
relay,15,0,0,0.0,0.0,0.0
rembg,6,0,0,0.0,0.0,0.0
remix,21,0,0,0.0,0.0,0.0
remotion-dev_remotion,16,2,0,0.125,0.0,0.125
requests,12,1,0,0.0833,0.0,0.0833
restic,11,1,0,0.0909,0.0,0.0909
retrofit,11,3,0,0.2727,0.0,0.2727
reveal.js,6,0,0,0.0,0.0,0.0
rich,8,0,0,0.0,0.0,0.0
ripgrep,11,0,0,0.0,0.0,0.0
robertdavidgraham_masscan,1,0,0,0.0,0.0,0.0
rocketmq,6,1,0,0.1667,0.0,0.1667
rocksdb,7,0,0,0.0,0.0,0.0
rollup,19,0,0,0.0,0.0,0.0
rrweb,13,0,0,0.0,0.0,0.0
ruby,14,1,0,0.0714,0.0,0.0714
ruff,21,0,0,0.0,0.0,0.0
rufus,5,2,0,0.4,0.0,0.4
ruoyi-vue-pro,10,0,0,0.0,0.0,0.0
rust-lang_rust,25,0,0,0.0,0.0,0.0
rustdesk,22,1,0,0.0455,0.0,0.0455
saleor,21,1,0,0.0476,0.0,0.0476
sanic,14,0,0,0.0,0.0,0.0
scikit-learn,12,0,0,0.0,0.0,0.0
scrapy,11,1,0,0.0909,0.0,0.0909
scrcpy,5,0,0,0.0,0.0,0.0
screenshot-to-code,9,1,0,0.1111,0.0,0.1111
searxng_searxng,15,0,0,0.0,0.0,0.0
seaweedfs,14,2,0,0.1429,0.0,0.1429
semantic-release,7,0,0,0.0,0.0,0.0
sequelize,19,0,0,0.0,0.0,0.0
serenity,12,0,0,0.0,0.0,0.0
serve,7,0,0,0.0,0.0,0.0
serverless,19,1,1,0.0526,0.0526,0.1053
servers,7,1,0,0.1429,0.0,0.1429
servo_servo,21,1,0,0.0476,0.0,0.0476
setup-ipsec-vpn,2,0,0,0.0,0.0,0.0
setup,1,0,0,0.0,0.0,0.0
shadPS4,6,0,0,0.0,0.0,0.0
shadowsocks-android,8,1,0,0.125,0.0,0.125
shap,13,1,0,0.0769,0.0,0.0769
shardeum,8,0,0,0.0,0.0,0.0
sharp,12,0,0,0.0,0.0,0.0
shellcheck,6,1,0,0.1667,0.0,0.1667
sherlock,10,1,0,0.1,0.0,0.1
signalapp_Signal-Android,9,0,0,0.0,0.0,0.0
signoz,16,0,0,0.0,0.0,0.0
simdjson,11,2,0,0.1818,0.0,0.1818
simple-icons,14,0,0,0.0,0.0,0.0
sing-box,8,0,0,0.0,0.0,0.0
siyuan,8,0,0,0.0,0.0,0.0
skywalking,16,1,0,0.0625,0.0,0.0625
slate,13,1,0,0.0769,0.0,0.0769
slick,2,0,0,0.0,0.0,0.0
slidev,12,0,0,0.0,0.0,0.0
slim,21,4,0,0.1905,0.0,0.1905
slint,20,0,0,0.0,0.0,0.0
smolagents,6,0,0,0.0,0.0,0.0
socket.io,16,0,0,0.0,0.0,0.0
solid,12,0,0,0.0,0.0,0.0
solidity,10,1,0,0.1,0.0,0.1
sops,19,1,0,0.0526,0.0,0.0526
source-code-hunter,4,0,0,0.0,0.0,0.0
spacedrive,23,0,0,0.0,0.0,0.0
spacemacs,4,0,0,0.0,0.0,0.0
spdlog,3,0,0,0.0,0.0,0.0
spleeter,4,0,0,0.0,0.0,0.0
spotube,17,1,0,0.0588,0.0,0.0588
spring-cloud-alibaba,12,0,0,0.0,0.0,0.0
spring-framework,10,0,0,0.0,0.0,0.0
spring-projects_spring-boot,15,0,0,0.0,0.0,0.0
sqlitebrowser,7,0,0,0.0,0.0,0.0
sqlmap,4,0,0,0.0,0.0,0.0
srs,13,0,0,0.0,0.0,0.0
sst,22,0,0,0.0,0.0,0.0
stanford-oval_storm,3,0,0,0.0,0.0,0.0
starship,16,1,0,0.0625,0.0,0.0625
stats,5,2,0,0.4,0.0,0.4
statsd,6,0,0,0.0,0.0,0.0
stb,3,1,0,0.3333,0.0,0.3333
storybookjs_storybook,26,0,0,0.0,0.0,0.0
strapi_strapi,20,0,0,0.0,0.0,0.0
streamlit,22,0,0,0.0,0.0,0.0
styled-components,11,1,0,0.0909,0.0,0.0909
subquery_subql,9,0,0,0.0,0.0,0.0
supabase_supabase,28,2,0,0.0714,0.0,0.0714
supervision,7,0,0,0.0,0.0,0.0
surrealdb,17,4,0,0.2353,0.0,0.2353
surya,4,0,0,0.0,0.0,0.0
svelte,18,0,0,0.0,0.0,0.0
svgo,8,0,0,0.0,0.0,0.0
swagger-ui,15,0,0,0.0,0.0,0.0
sway,13,0,0,0.0,0.0,0.0
swc-project_swc,17,1,0,0.0588,0.0,0.0588
sweetalert2,13,5,1,0.3846,0.0769,0.4615
swiftlang_swift,1,0,0,0.0,0.0,0.0
swiper,14,0,0,0.0,0.0,0.0
swoole-src,9,0,0,0.0,0.0,0.0
swr,7,0,0,0.0,0.0,0.0
syncthing,18,0,0,0.0,0.0,0.0
tabby,18,1,0,0.0556,0.0,0.0556
table,16,0,0,0.0,0.0,0.0
tabler-icons,12,0,0,0.0,0.0,0.0
tabler,19,1,0,0.0526,0.0,0.0526
taichi,11,0,0,0.0,0.0,0.0
tailscale,9,0,0,0.0,0.0,0.0
tailwindcss,14,1,0,0.0714,0.0,0.0714
taipy,15,0,0,0.0,0.0,0.0
tauri,21,0,0,0.0,0.0,0.0
tdesktop,9,0,0,0.0,0.0,0.0
teable,15,0,0,0.0,0.0,0.0
teambit_bit,13,0,0,0.0,0.0,0.0
telescope.nvim,3,0,0,0.0,0.0,0.0
tensorflow,13,0,0,0.0,0.0,0.0
terminal,4,0,0,0.0,0.0,0.0
termux-app,10,0,0,0.0,0.0,0.0
terraform,16,0,0,0.0,0.0,0.0
tesseract.js,7,0,0,0.0,0.0,0.0
tesseract,8,0,0,0.0,0.0,0.0
testify,3,0,0,0.0,0.0,0.0
text-generation-webui,6,0,0,0.0,0.0,0.0
textual,9,2,0,0.2222,0.0,0.2222
the-swift-programming-language-in-chinese,7,2,0,0.2857,0.0,0.2857
theia,12,0,0,0.0,0.0,0.0
timescaledb,6,0,0,0.0,0.0,0.0
timqian_chinese-independent-blogs,4,0,0,0.0,0.0,0.0
tinygrad,9,0,0,0.0,0.0,0.0
tiptap,16,0,0,0.0,0.0,0.0
tldraw_tldraw,21,3,0,0.1429,0.0,0.1429
tmux,5,1,0,0.2,0.0,0.2
toeverything_AFFiNE,29,0,0,0.0,0.0,0.0
tokio,15,1,0,0.0667,0.0,0.0667
toml,1,0,0,0.0,0.0,0.0
tornado,10,0,0,0.0,0.0,0.0
traefik,18,0,0,0.0,0.0,0.0
transformers,9,0,0,0.0,0.0,0.0
tree-sitter_tree-sitter,14,1,0,0.0714,0.0,0.0714
trivy,13,0,0,0.0,0.0,0.0
trix,7,1,0,0.1429,0.0,0.1429
trpc,24,0,0,0.0,0.0,0.0
trufflehog,6,0,0,0.0,0.0,0.0
twenty,15,2,0,0.1333,0.0,0.1333
typeorm,15,0,0,0.0,0.0,0.0
typescript-go,9,0,0,0.0,0.0,0.0
typesense,9,0,0,0.0,0.0,0.0
typst,8,0,0,0.0,0.0,0.0
uWebSockets,2,0,0,0.0,0.0,0.0
ui,13,1,0,0.0769,0.0,0.0769
uikit,8,0,0,0.0,0.0,0.0
ultralytics,9,0,0,0.0,0.0,0.0
umami-software_umami,13,1,0,0.0769,0.0,0.0769
ungoogled-chromium,5,0,0,0.0,0.0,0.0
uni-app,8,0,0,0.0,0.0,0.0
unilm,7,0,0,0.0,0.0,0.0
unionlabs_union,39,0,0,0.0,0.0,0.0
unleashed-firmware,11,0,0,0.0,0.0,0.0
unocss,11,0,0,0.0,0.0,0.0
unsloth,3,0,0,0.0,0.0,0.0
uppy,23,0,0,0.0,0.0,0.0
upscayl,8,0,0,0.0,0.0,0.0
uptime-kuma,11,2,0,0.1818,0.0,0.1818
uv,17,0,0,0.0,0.0,0.0
v2ray-core,9,1,0,0.1111,0.0,0.1111
v2rayNG,7,0,0,0.0,0.0,0.0
v2rayN,3,0,0,0.0,0.0,0.0
v86,8,0,0,0.0,0.0,0.0
v8,5,0,0,0.0,0.0,0.0
v,10,0,0,0.0,0.0,0.0
vagrant,11,0,0,0.0,0.0,0.0
validator.js,7,0,0,0.0,0.0,0.0
validator,5,0,0,0.0,0.0,0.0
valkey,11,1,0,0.0909,0.0,0.0909
vanna,5,0,0,0.0,0.0,0.0
vant-weapp,10,0,0,0.0,0.0,0.0
vant,12,0,0,0.0,0.0,0.0
vapor,7,0,0,0.0,0.0,0.0
vault,25,0,0,0.0,0.0,0.0
vaultwarden,12,1,0,0.0833,0.0,0.0833
vectordotdev_vector,21,0,0,0.0,0.0,0.0
vercel_next.js,30,0,0,0.0,0.0,0.0
vercel_turborepo,28,0,0,0.0,0.0,0.0
video.js,9,0,0,0.0,0.0,0.0
vim-airline,2,0,0,0.0,0.0,0.0
vim,9,0,0,0.0,0.0,0.0
vimium,4,0,0,0.0,0.0,0.0
viper,6,0,0,0.0,0.0,0.0
vite,12,0,0,0.0,0.0,0.0
vitess,23,2,0,0.087,0.0,0.087
vllm,16,0,0,0.0,0.0,0.0
vnpy,6,0,0,0.0,0.0,0.0
voice-changer,7,0,0,0.0,0.0,0.0
void,14,2,1,0.1429,0.0714,0.2143
vscodium,5,0,0,0.0,0.0,0.0
vue-admin-better,9,3,0,0.3333,0.0,0.3333
vue-pure-admin,21,8,0,0.381,0.0,0.381
vue-vben-admin,16,0,0,0.0,0.0,0.0
vue2-elm,5,4,1,0.8,0.2,1.0
vuetify,21,1,0,0.0476,0.0,0.0476
vueuse,12,0,0,0.0,0.0,0.0
vulhub,15,2,0,0.1333,0.0,0.1333
wagtail,19,0,0,0.0,0.0,0.0
wails,18,2,0,0.1111,0.0,0.1111
wasmer,16,0,0,0.0,0.0,0.0
web-check,11,3,0,0.2727,0.0,0.2727
webpack,11,1,0,0.0909,0.0,0.0909
webtorrent,8,0,0,0.0,0.0,0.0
wechat-app-mall,1,0,0,0.0,0.0,0.0
wechaty,14,0,0,0.0,0.0,0.0
wekan_wekan,17,0,0,0.0,0.0,0.0
weui,4,0,0,0.0,0.0,0.0
wezterm,14,1,0,0.0714,0.0,0.0714
wg-easy,15,0,0,0.0,0.0,0.0
whisper.cpp,5,0,0,0.0,0.0,0.0
whisper,4,0,0,0.0,0.0,0.0
wiki,17,1,0,0.0588,0.0,0.0588
windows95,6,0,0,0.0,0.0,0.0
windows,6,0,0,0.0,0.0,0.0
winget-cli,10,1,0,0.1,0.0,0.1
winutil,6,0,0,0.0,0.0,0.0
withastro_astro,18,0,0,0.0,0.0,0.0
ws,9,1,0,0.1111,0.0,0.1111
x64dbg,4,1,0,0.25,0.0,0.25
xbmc,10,0,0,0.0,0.0,0.0
xgboost,10,0,0,0.0,0.0,0.0
xstate,13,0,0,0.0,0.0,0.0
xterm.js,16,2,0,0.125,0.0,0.125
xxl-job,7,0,0,0.0,0.0,0.0
xyflow,17,0,1,0.0,0.0588,0.0588
yabai,2,2,0,1.0,0.0,1.0
yazi,9,0,0,0.0,0.0,0.0
yew,16,0,0,0.0,0.0,0.0
yfinance,7,1,0,0.1429,0.0,0.1429
yjs,10,0,1,0.0,0.1,0.1
yoga,10,0,0,0.0,0.0,0.0
yolov5,7,0,0,0.0,0.0,0.0
you-get,2,0,0,0.0,0.0,0.0
youtube-dl,4,1,0,0.25,0.0,0.25
youtube-music,9,2,0,0.2222,0.0,0.2222
yt-dlp,9,0,0,0.0,0.0,0.0
yup,6,0,0,0.0,0.0,0.0
zap,6,0,0,0.0,0.0,0.0
zed-industries_zed,22,1,0,0.0455,0.0,0.0455
zellij-org_zellij,10,1,0,0.1,0.0,0.1
zig,6,1,0,0.1667,0.0,0.1667
zod,12,0,0,0.0,0.0,0.0
zoxide,6,0,0,0.0,0.0,0.0
zstd,8,0,0,0.0,0.0,0.0
zulip_zulip,25,0,0,0.0,0.0,0.0
zustand,8,0,0,0.0,0.0,0.0
zx,7,0,0,0.0,0.0,0.0
zxing,6,0,0,0.0,0.0,0.0
