resolution,n_clusters,silhouette_score,modularity,stability_mean,stability_std
0.8,3,0.14667312369868152,0.18979831146205586,0.885251843473924,0.016046046955637338
0.9,5,0.1475778116804679,0.2049917163243312,0.9060009555026843,0.05904506397898012
1.0,5,0.14354460364887792,0.2081306684716341,0.7332014611599056,0.10443723210995809
1.1,8,0.12754111493554524,0.1938056015223834,0.6946339708938378,0.1281570788671916
1.2,8,0.1099848602968799,0.2012748566365931,0.6688951272799863,0.16459370991268452
1.3,14,-1.0,0.17988448753282377,0.6746119076495812,0.06921437178454885
