language,num_projects,avg_confidence,num_polyglot,top_technologies
JavaScript/TypeScript,516,0.811355826685854,144,npm:514; tsconfig:377; docker:224; vscode:204; pnpm:145; eslint:113; docker-compose:104; devcontainer:84; prettier:81; codecov:71
Python,159,0.8475101418497644,33,poetry:134; pre-commit:91; docker:81; readthedocs:44; django:43; docker-compose:33; codecov:29; devcontainer:28; npm:27; tox:27
Unknown,126,0.0,0,docker:34; docker-compose:15; appveyor:11; codecov:11; devcontainer:11; snapscraft:10; vscode:9; circleci:7; travis:6; renovate:6
Java,94,0.3675474348346689,68,gradle-wrapper:59; gradle:56; android:46; maven:46; docker:36; spring:27; npm:22; maven-wrapper:18; docker-compose:15; travis:13
Go,63,0.8462962962962963,7,golangci-lint:55; docker:44; goreleaser:32; codecov:24; travis:14; renovate:12; devcontainer:11; helm:11; markdownlint:11; kubernetes:10
Rust,62,0.748736433817079,24,cargo:62; rustfmt:49; docker:32; clippy:31; rust:26; vscode:17; npm:16; typos:13; cross:13; devcontainer:11
C/C++,11,0.8939393939393938,1,cmake:7; vcpkg:6; codecov:4; reuse:2; cirrus:2; appveyor:2; snapscraft:1; azure pipelines:1; cspell:1; devcontainer:1
Swift,7,0.9285714285714286,0,swiftlint:6; jazzy:2; codeclimate:1; travis:1; jekyll:1; azure pipelines:1; buildkite:1; docker:1; markdownlint:1; pre-commit:1
Ruby,5,0.8666666666666666,0,rubocop:5; docker:4; devcontainer:2; codecov:1; vscode:1; ruff:1; docker-compose:1; helm:1; kubernetes:1; codeclimate:1
