project,technologies
kotlin,"['configparser', 'docker', 'gradle', 'gradle-wrapper', 'json', 'maven', 'maven-wrapper', 'nodejs', 'npm', 'toml', 'yaml']"
dolt,"['docker', 'github', 'github-action', 'nodejs', 'npm']"
fabric.js,"['dependabot', 'devcontainer', 'github', 'github-action', 'gitpod', 'json', 'nodejs', 'npm', 'tsconfig', 'vscode', 'yaml']"
surrealdb,"['cargo', 'cargo-make', 'clippy', 'configparser', 'dependabot', 'docker', 'github', 'github-action', 'pre-commit', 'rust', 'rustfmt', 'toml', 'yaml']"
ScreenToGif,"['github', 'github-action']"
grpc-go,"['codecov', 'docker', 'github-action', 'toml']"
vimium,"['deno', 'json']"
ignite,"['circleci', 'github', 'json', 'nodejs', 'tsconfig', 'yaml', 'yarn']"
ansible_ansible,"['github', 'poetry', 'toml', 'yaml']"
d2,"['docker', 'github-action', 'nodejs', 'yaml']"
ant-design-vue,"['codecov', 'github', 'github-action', 'json', 'nodejs', 'renovate', 'stylelint', 'tsconfig']"
solid,"['github', 'github-action', 'gitpod', 'json', 'nodejs', 'pnpm', 'tsconfig', 'turborepo']"
htmx,"['github', 'github-action', 'json', 'netlify', 'nodejs', 'npm', 'toml']"
iina,"['github', 'github-action', 'json', 'typos', 'yaml']"
gum,"['dependabot', 'docker', 'github-action', 'golangci-lint', 'goreleaser']"
3x-ui,"['docker', 'docker-compose', 'github', 'github-action', 'json', 'toml']"
apify_crawlee,"['docker', 'eslint', 'github', 'github-action', 'json', 'lerna', 'nodejs', 'renovate', 'tsconfig', 'turborepo', 'yaml', 'yarn']"
juspay_hyperswitch,"['cargo', 'clippy', 'configparser', 'devcontainer', 'docker', 'docker compose', 'docker-compose', 'github', 'github-action', 'json', 'nodejs', 'npm', 'redis', 'rustfmt', 'toml', 'typos', 'yaml']"
pandoc,"['cirrus', 'dependabot', 'github', 'github-action', 'toml', 'yaml']"
stb,"['github', 'github-action', 'travis']"
Qwen3,"['github', 'github-action', 'yaml']"
postcss,"['github', 'github-action', 'nodejs', 'pnpm', 'tsconfig']"
parse-server,"['dependabot', 'docker', 'github', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig']"
vim,"['appveyor', 'cirrus', 'codecov', 'dependabot', 'github', 'github-action', 'json']"
esbuild,"['github-action', 'nodejs', 'npm', 'tsconfig']"
sharp,"['cirrus', 'github', 'github-action', 'nodejs']"
k6,"['dependabot', 'docker', 'docker-compose', 'github', 'github-action', 'golangci-lint', 'json', 'yaml']"
lux,"['codecov', 'github-action', 'golangci-lint', 'goreleaser', 'toml', 'yaml']"
prisma,"['dependabot', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'vscode', 'wrangler', 'yaml']"
OpenAPI-Specification,"['dependabot', 'github', 'github-action', 'json', 'markdownlint', 'nodejs', 'npm', 'yaml']"
homebrew-cask,"['dependabot', 'github', 'github-action', 'json', 'rubocop', 'yaml']"
core,"['github', 'github-action', 'json', 'vscode', 'yaml']"
lx-music-desktop,"['github', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig', 'vscode', 'yaml']"
v2ray-core,"['dependabot', 'github-action', 'golangci-lint', 'json']"
age,"['github', 'github-action']"
react-testing-library,"['codecov', 'github-action', 'json', 'nodejs', 'tsconfig']"
ip2region,"['cargo', 'json', 'maven', 'mocha', 'nodejs', 'tsconfig']"
text-generation-webui,"['dependabot', 'django', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'yaml']"
SmsForwarder,"['android', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'toml']"
metabase_metabase,"['angular', 'apify', 'babel', 'codecov', 'configparser', 'devcontainer', 'docker', 'docker-compose', 'github', 'github-action', 'jekyll', 'json', 'nodejs', 'npm', 'pre-commit', 'stylelint', 'toml', 'tsconfig', 'vscode', 'yaml']"
appsmithorg_appsmith,"['ansible-playbook', 'configparser', 'dependabot', 'docker', 'docker-compose', 'eslint', 'github', 'github-action', 'heroku', 'json', 'kubernetes', 'maven', 'nodejs', 'redis', 'spring', 'toml', 'tsconfig', 'vercel', 'yaml', 'yarn']"
angular_angular,"['angular', 'cypress', 'devcontainer', 'eslint', 'firebase', 'github', 'github-action', 'json', 'nginx', 'nodejs', 'npm', 'pnpm', 'renovate', 'tsconfig', 'vscode', 'yaml']"
hello-algo,"['cargo', 'docker', 'docker-compose', 'github-action', 'json', 'mkdocs', 'nodejs', 'tsconfig']"
p5.js,"['codecov', 'eslint', 'github', 'github-action', 'json', 'nodejs', 'npm', 'vscode', 'yaml']"
air,"['docker', 'github', 'github-action', 'golangci-lint', 'goreleaser', 'toml']"
motion,"['circleci', 'cypress', 'devcontainer', 'docker', 'github', 'github-action', 'jest', 'json', 'lerna', 'nodejs', 'prettier', 'tsconfig', 'turborepo', 'vscode', 'yarn']"
ColossalAI,"['configparser', 'docker', 'github', 'github-action', 'json', 'pre-commit', 'yaml']"
swr,"['github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig']"
plane,"['docker', 'docker-compose', 'eslint', 'github', 'github-action', 'json', 'nginx', 'nodejs', 'poetry', 'postgresql', 'prettier', 'tsconfig', 'turborepo', 'yaml', 'yarn']"
mongoose,"['dependabot', 'github', 'github-action', 'mocha', 'nodejs', 'tsconfig', 'yaml']"
signoz,"['configparser', 'docker', 'docker compose', 'github', 'github-action', 'gitpod', 'golangci-lint', 'goreleaser', 'json', 'nodejs', 'prettier', 'tsconfig', 'yaml']"
PaddleOCR,"['android', 'dependabot', 'docker', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'mkdocs', 'poetry', 'pre-commit', 'yaml']"
bulletproof-react,"['github-action', 'nodejs', 'tsconfig', 'vscode']"
facebook_hhvm,"['cargo', 'circleci', 'clippy', 'configparser', 'dependabot', 'devcontainer', 'docker', 'github-action', 'json', 'maven', 'nodejs', 'poetry', 'rustfmt', 'yaml']"
zx,"['docker', 'github', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig', 'yaml']"
signalapp_Signal-Android,"['android', 'docker', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'toml']"
plotly_dash,"['circleci', 'eslint', 'github', 'github-action', 'json', 'lerna', 'nodejs', 'npm', 'renovate', 'tsconfig', 'yaml']"
linux-insides,['docker']
hasura_graphql-engine,"['babel', 'cargo', 'circleci', 'devcontainer', 'docker', 'docker compose', 'docker-compose', 'drone', 'eslint', 'github', 'github-action', 'golangci-lint', 'json', 'kubernetes', 'lerna', 'maven', 'netlify', 'nodejs', 'npm', 'rust', 'toml', 'travis', 'tsconfig', 'vscode', 'yaml', 'yarn']"
crawl4ai,"['docker', 'docker-compose', 'github', 'github-action', 'mkdocs', 'poetry', 'toml', 'yaml']"
echo,"['codecov', 'github', 'github-action']"
simdjson,"['appveyor', 'circleci', 'cirrus', 'docker', 'drone', 'github', 'github-action', 'json', 'nodejs', 'npm', 'travis', 'vscode']"
vant-weapp,"['ansible-playbook', 'dependabot', 'github', 'github-action', 'json', 'nodejs', 'tsconfig']"
deepface,"['docker', 'github', 'json', 'vscode']"
fastlane_fastlane,"['android', 'appveyor', 'circleci', 'configparser', 'dependabot', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'rubocop', 'travis', 'yaml']"
wechaty,"['appveyor', 'codeclimate', 'docker', 'github', 'github-action', 'json', 'markdownlint', 'nodejs', 'tsconfig', 'vscode', 'yaml']"
mindsdb,"['configparser', 'devcontainer', 'django', 'docker', 'docker-compose', 'github', 'github-action', 'gitpod', 'json', 'poetry', 'pre-commit', 'yaml']"
vaultwarden,"['cargo', 'docker', 'github', 'github-action', 'json', 'pre-commit', 'rust', 'rustfmt', 'toml', 'yaml']"
jotai,"['github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'vercel', 'yaml']"
gitbook,"['github-action', 'json', 'nodejs', 'toml', 'tsconfig', 'turborepo', 'vscode', 'yaml']"
coreutils,"['cargo', 'cargo-make', 'clippy', 'codecov', 'cross', 'devcontainer', 'docker', 'github', 'github-action', 'json', 'markdownlint', 'pre-commit', 'renovate', 'rustfmt', 'toml', 'vscode']"
ha_xiaomi_home,"['github', 'github-action', 'json', 'yaml']"
vim-airline,['github-action']
retrofit,"['github-action', 'gradle', 'gradle-wrapper', 'json', 'nodejs', 'npm', 'toml', 'tsconfig']"
openssl,"['dependabot', 'github', 'github-action', 'json', 'yaml']"
ember.js,"['codeclimate', 'dependabot', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig']"
searxng_searxng,"['configparser', 'dependabot', 'devcontainer', 'docker', 'github', 'github-action', 'json', 'nodejs', 'npm', 'stylelint', 'toml', 'tsconfig', 'vscode', 'yaml']"
RevokeMsgPatcher,"['appveyor', 'github', 'github-action', 'json']"
keycloak_keycloak,"['ansible', 'configparser', 'dependabot', 'docker', 'eslint', 'github', 'github-action', 'json', 'log4j', 'maven', 'maven-wrapper', 'mocha', 'nodejs', 'pnpm', 'spring', 'toml', 'tsconfig', 'yaml']"
n,"['github', 'markdownlint', 'nodejs', 'npm']"
ShareX,"['github', 'github-action', 'json', 'yaml']"
Flowise,"['docker', 'docker-compose', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'turborepo', 'yaml']"
generative-models,"['github-action', 'poetry', 'yaml']"
llamafile,"['github', 'github-action']"
solidity,"['circleci', 'docker', 'github', 'github-action', 'json', 'snapscraft', 'yaml']"
koreader,"['circleci', 'codecov', 'configparser', 'dependabot', 'github', 'github-action', 'json']"
youtube-dl,"['github', 'github-action', 'tox']"
LazyVim,"['dependabot', 'github', 'github-action', 'json', 'stylua', 'toml']"
anything-llm,"['devcontainer', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'nodejs', 'toml', 'vscode', 'yaml']"
netty,"['android', 'configparser', 'devcontainer', 'docker', 'docker compose', 'github-action', 'json', 'maven', 'maven-wrapper', 'yaml']"
detectron2,"['docker', 'docker-compose', 'github', 'github-action', 'yaml']"
NativeScript_NativeScript,"['android', 'apify', 'dependabot', 'eslint', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'lerna', 'nodejs', 'npm', 'prettier', 'toml', 'tsconfig', 'vscode', 'yaml']"
hiddify-app,"['android', 'configparser', 'dependabot', 'flutter', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'vscode', 'yaml']"
Catch2,"['appveyor', 'codecov', 'github', 'github-action', 'json']"
cloc,"['devcontainer', 'docker', 'github', 'github-action', 'vscode']"
julia,"['codecov', 'dependabot', 'devcontainer', 'github-action', 'json', 'toml', 'typos', 'yaml']"
glow,"['dependabot', 'docker', 'github', 'github-action', 'golangci-lint', 'goreleaser', 'yaml']"
wails,"['github', 'github-action', 'golangci-lint', 'json', 'nodejs', 'npm', 'pnpm', 'tsconfig', 'vscode', 'yaml']"
langflow-ai_langflow,"['codecov', 'configparser', 'dependabot', 'devcontainer', 'django', 'docker', 'docker-compose', 'eslint', 'github', 'github-action', 'json', 'nginx', 'nodejs', 'npm', 'poetry', 'pre-commit', 'tsconfig', 'vscode', 'yaml']"
fx,"['docker', 'github-action', 'nodejs', 'snapscraft']"
openui,"['devcontainer', 'docker', 'docker compose', 'flyio', 'github-action', 'gitpod', 'json', 'nodejs', 'pnpm', 'poetry', 'postcss', 'prettier', 'renovate', 'stylelint', 'tsconfig', 'vercel', 'vscode', 'yaml']"
insightface,"['android', 'docker', 'docker-compose', 'gradle', 'gradle-wrapper', 'poetry', 'toml', 'yaml']"
DeepSeek-V3,"['github-action', 'json']"
screenshot-to-code,"['docker', 'docker-compose', 'github', 'json', 'nodejs', 'poetry', 'pre-commit', 'tsconfig', 'vscode']"
gpt-researcher,"['dependabot', 'docker', 'docker-compose', 'eslint', 'github-action', 'json', 'nodejs', 'poetry', 'tsconfig']"
qlib,"['docker', 'github', 'github-action', 'mypy', 'poetry', 'pre-commit', 'toml', 'yaml']"
oh-my-posh,"['dependabot', 'devcontainer', 'docker', 'github', 'github-action', 'golangci-lint', 'goreleaser', 'json', 'markdownlint', 'nodejs', 'npm', 'vscode', 'yaml']"
ant-design,"['codecov', 'dependabot', 'devcontainer', 'github', 'github-action', 'gitpod', 'json', 'nodejs', 'renovate', 'tsconfig']"
folly,"['dependabot', 'devcontainer', 'github-action']"
zod,"['devcontainer', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'vscode', 'yaml']"
compose-multiplatform,"['android', 'configparser', 'docker', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'toml', 'yaml']"
yup,"['github-action', 'json', 'nodejs', 'renovate', 'tsconfig', 'yarn']"
slate,"['eslint', 'gitbook', 'github', 'github-action', 'json', 'lerna', 'markdownlint', 'nodejs', 'tsconfig', 'vscode', 'yaml', 'yarn']"
ExplorerPatcher,"['github', 'github-action', 'yaml']"
XX-Net,"['django', 'github-action', 'json', 'yaml']"
Dapper,"['appveyor', 'github', 'github-action', 'json']"
playwright,"['android', 'dependabot', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'maven', 'nodejs', 'npm', 'tsconfig', 'yaml']"
kotaemon,"['configparser', 'django', 'docker', 'flyio', 'github', 'github-action', 'json', 'mkdocs', 'poetry', 'pre-commit']"
sequelize,"['docker-compose', 'github', 'github-action', 'json', 'lerna', 'markdownlint', 'nodejs', 'prettier', 'renovate', 'tsconfig', 'yarn']"
ai-hedge-fund,"['configparser', 'dependabot', 'docker', 'docker-compose', 'json', 'nodejs', 'npm', 'pnpm', 'poetry', 'tsconfig']"
OCRmyPDF,"['dependabot', 'docker', 'docker-compose', 'github', 'github-action', 'poetry', 'pre-commit', 'snapscraft', 'toml', 'yaml']"
imgui,"['github', 'github-action']"
bettercap,"['docker', 'github', 'github-action', 'json', 'yaml']"
serve,"['codecov', 'docker', 'github', 'github-action', 'json', 'poetry', 'pre-commit', 'yaml']"
unsloth,"['github', 'github-action', 'poetry']"
valkey,"['appveyor', 'cirrus', 'codecov', 'dependabot', 'github', 'github-action', 'json', 'lerna', 'travis', 'typos', 'yaml']"
typeorm,"['docker-compose', 'github', 'github-action', 'json', 'mocha', 'nodejs', 'npm', 'prettier', 'tsconfig', 'vscode']"
dub,"['docker-compose', 'github-action', 'json', 'nodejs', 'npm', 'pnpm', 'stripe', 'tsconfig', 'turborepo', 'vercel']"
wiki,"['cypress', 'devcontainer', 'docker', 'docker-compose', 'eslint', 'github', 'github-action', 'json', 'kubernetes', 'nodejs', 'vscode', 'yaml']"
airbnb_lottie-ios,"['github', 'github-action', 'nodejs', 'yaml']"
sqlmap,"['github', 'json', 'yaml']"
composer,"['dependabot', 'github-action', 'json']"
ruff,"['cargo', 'clippy', 'devcontainer', 'docker', 'github', 'github-action', 'json', 'markdownlint', 'mkdocs', 'nodejs', 'npm', 'poetry', 'pre-commit', 'rust', 'rustfmt', 'toml', 'tsconfig', 'typos', 'vscode', 'wrangler']"
traefik,"['docker', 'github', 'github-action', 'golangci-lint', 'jekyll', 'json', 'nodejs', 'prettier', 'toml', 'tsconfig', 'yaml', 'yarn']"
ml-agents,"['django', 'docker', 'github', 'github-action', 'json', 'mkdocs', 'nodejs', 'pre-commit', 'yaml']"
WordPress,"['json', 'nodejs', 'npm', 'stylelint']"
toeverything_AFFiNE,"['android', 'cargo', 'codecov', 'devcontainer', 'docker', 'docker-compose', 'eslint', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'kubernetes', 'nginx', 'nodejs', 'renovate', 'rust', 'rustfmt', 'taplo', 'toml', 'tsconfig', 'vscode', 'yaml', 'yarn']"
libuv,"['dependabot', 'github-action', 'yaml']"
open-r1,"['dependabot', 'yaml']"
cmder,"['dependabot', 'github', 'github-action', 'json']"
protobuf,"['appveyor', 'buf', 'dependabot', 'github', 'github-action', 'json', 'maven', 'toml', 'yaml']"
reveal.js,"['github', 'github-action', 'nodejs', 'npm']"
handsontable_handsontable,"['angular', 'configparser', 'dependabot', 'eslint', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'yaml']"
BerriAI_litellm,"['circleci', 'dependabot', 'devcontainer', 'django', 'docker', 'docker-compose', 'eslint', 'github', 'github-action', 'json', 'kubernetes', 'mypy', 'nodejs', 'npm', 'poetry', 'pre-commit', 'ruff', 'toml', 'tsconfig', 'wrangler', 'yaml']"
OpenBB-finance_OpenBB,"['cargo', 'configparser', 'django', 'github', 'github-action', 'json', 'nodejs', 'npm', 'poetry', 'pre-commit', 'ruff', 'tsconfig']"
tabler-icons,"['dependabot', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'turborepo', 'vscode']"
dokku,"['circleci', 'dependabot', 'devcontainer', 'docker', 'github', 'github-action', 'json', 'kubernetes', 'mkdocs', 'nginx', 'toml', 'yaml']"
openwrt,"['devcontainer', 'github', 'github-action', 'json', 'vscode', 'yaml']"
swiper,"['babel', 'dependabot', 'github', 'github-action', 'json', 'nodejs', 'npm', 'vscode']"
spring-framework,"['ansible-playbook', 'configparser', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'nodejs', 'yaml']"
tokio,"['cargo', 'cirrus', 'cross', 'github', 'github-action', 'json', 'netlify', 'toml']"
ente-io_ente,"['android', 'cargo', 'configparser', 'docker', 'docker-compose', 'flutter', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'nginx', 'nodejs', 'npm', 'poetry', 'prettier', 'toml', 'tsconfig', 'wrangler', 'yaml']"
remotion-dev_remotion,"['cargo', 'docker', 'github-action', 'json', 'nodejs', 'toml', 'tsconfig', 'turborepo', 'vercel', 'vscode', 'yaml']"
WxJava,"['circleci', 'configparser', 'github', 'github-action', 'maven', 'maven-wrapper', 'travis']"
SDWebImage,"['codecov', 'github', 'github-action', 'json']"
