project,technologies
rapid7_metasploit-framework,"['configparser', 'docker', 'docker-compose', 'github issues', 'github-action', 'helm', 'json', 'kubernetes', 'rubocop', 'yaml']"
xstate,"['changesets', 'github', 'github funding', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'tsconfig', 'vscode']"
kickstart.nvim,"['github-action', 'stylua']"
pytorch_geometric,"['codecov', 'dependabot', 'docker', 'github', 'github issues', 'github-action', 'poetry', 'pre-commit', 'readthedocs', 'yaml']"
floating-ui,"['apify', 'changesets', 'eslint', 'github', 'github funding', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'tsconfig', 'turborepo']"
khoj,"['android', 'devcontainer', 'django', 'docker', 'docker-compose', 'eslint', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'npm', 'poetry', 'pre-commit', 'tsconfig', 'vscode']"
restic,"['dependabot', 'docker', 'github issues', 'github-action', 'golangci-lint', 'readthedocs']"
mobx,"['changesets', 'dependabot', 'github', 'github funding', 'github issues', 'github-action', 'json', 'lerna', 'nodejs', 'npm', 'tsconfig', 'vscode']"
ddia,"['github', 'json', 'yaml']"
live,"['github funding', 'github-action', 'yaml']"
Clash-for-Windows_Chinese,"['apify', 'dependabot', 'docker', 'eslint', 'github funding', 'github issues', 'github-action', 'json', 'npm', 'tsconfig', 'tslint', 'yaml']"
nacos,"['codecov', 'configparser', 'github', 'github-action', 'json', 'kafka', 'maven', 'maven-wrapper', 'nodejs', 'npm', 'spring', 'travis', 'tsconfig']"
daisyui,"['github funding', 'github issues', 'github-action', 'json', 'npm']"
miaosha,"['bower', 'configparser', 'json', 'log4j', 'maven', 'npm', 'spring', 'travis']"
jax,"['dependabot', 'github', 'github issues', 'github-action', 'json', 'kubernetes', 'poetry', 'pre-commit', 'readthedocs']"
frida,"['cirrus', 'github', 'github funding', 'github-action']"
lobehub_lobe-chat,"['bun', 'codecov', 'devcontainer', 'docker', 'docker-compose', 'fuel', 'github funding', 'github issues', 'github-action', 'json', 'netlify', 'npm', 'pnpm', 'prometheus', 'renovate', 'tsconfig', 'vercel', 'vscode', 'yaml']"
Deep-Live-Cam,"['configparser', 'json']"
jekyll,"['codeclimate', 'dependabot', 'devcontainer', 'docker', 'github', 'github config', 'github funding', 'github issues', 'github-action', 'rubocop', 'yaml']"
qwik,"['apify', 'cargo', 'changesets', 'cspell', 'cypress', 'devcontainer', 'docker', 'firebase', 'github issues', 'github-action', 'json', 'netlify', 'npm', 'pnpm', 'prettier', 'rustfmt', 'tsconfig', 'tsdoc', 'vercel', 'vscode', 'wrangler', 'yaml']"
lit_lit,"['changesets', 'eslint', 'github', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'prettier', 'tsconfig', 'vscode']"
dioxus,"['cargo', 'codecov', 'dependabot', 'devcontainer', 'docker', 'flyio', 'github', 'github funding', 'github-action', 'gradle', 'gradle-wrapper', 'lychee', 'nodejs', 'npm', 'toml', 'tsconfig', 'typos', 'vscode']"
NationalSecurityAgency_ghidra,"['configparser', 'docker', 'gradle', 'gradle-wrapper', 'poetry', 'spring']"
PDFMathTranslate,"['dependabot', 'docker', 'docker-compose', 'github', 'github funding', 'github issues', 'github-action', 'json', 'poetry', 'pre-commit']"
compose,"['codecov', 'dependabot', 'docker', 'docker compose', 'github', 'github issues', 'github-action', 'golangci-lint', 'helm', 'yaml']"
Iosevka,"['docker', 'github-action', 'nodejs', 'npm', 'prettier', 'toml']"
ccxt_ccxt,"['docker', 'docker-compose', 'github funding', 'github issues', 'github-action', 'json', 'mypy', 'nodejs', 'npm', 'poetry', 'tox', 'travis', 'tsconfig']"
mdBook,"['cargo', 'eslint', 'github issues', 'github-action', 'npm', 'toml', 'triagebot']"
consul,"['buf', 'dependabot', 'docker', 'github', 'github issues', 'github-action', 'golangci-lint', 'json', 'mockery', 'nodejs', 'npm', 'pre-commit', 'vercel', 'yaml']"
gpt4all,"['circleci', 'github issues', 'github-action', 'json', 'mkdocs', 'npm', 'poetry', 'yaml', 'yarn']"
ant-design-pro,"['biomejs', 'dependabot', 'github funding', 'github-action', 'json', 'npm', 'tsconfig']"
radare2,"['configparser', 'dependabot', 'docker', 'github', 'github-action', 'json', 'npm', 'toml']"
compose-samples,"['android', 'dependabot', 'github', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'renovate', 'toml', 'yaml']"
sherlock,"['apify', 'docker', 'github funding', 'github issues', 'github-action', 'json', 'poetry', 'tox']"
influxdb,"['cargo', 'circleci', 'docker', 'github', 'github-action', 'kodiak', 'rust', 'rustfmt', 'toml', 'yaml']"
grpc-gateway,"['buf', 'dependabot', 'devcontainer', 'docker', 'github', 'github-action', 'goreleaser', 'renovate', 'swagger', 'yaml']"
Charts,"['github funding', 'github-action', 'json']"
containerd,"['appveyor', 'cirrus', 'codecov', 'deepsource', 'dependabot', 'devcontainer', 'docker', 'github', 'github issues', 'github-action', 'golangci-lint', 'goreleaser', 'json', 'markdownlint', 'mkdocs', 'mockery', 'netlify', 'renovate', 'toml', 'travis', 'yaml']"
drizzle-orm,"['eslint', 'github', 'github funding', 'github issues', 'github-action', 'json', 'markdownlint', 'npm', 'pnpm', 'tsconfig', 'turborepo']"
pandas-ai,"['docker', 'docker-compose', 'github issues', 'github-action', 'poetry', 'pre-commit', 'sourcery']"
SwiftLint,"['azure pipelines', 'buildkite', 'dependabot', 'docker', 'github', 'github-action', 'jazzy', 'json', 'markdownlint', 'pre-commit', 'swiftlint', 'yaml']"
PrefectHQ_prefect,"['biomejs', 'chart testing', 'claude code', 'configparser', 'dependabot', 'django', 'docker', 'docker-compose', 'eslint', 'github', 'github issues', 'github-action', 'json', 'mkdocs', 'nodejs', 'npm', 'poetry', 'pre-commit', 'toml', 'tsconfig', 'vscode', 'yaml']"
flameshot,"['appveyor', 'configparser', 'github issues', 'github-action', 'snapscraft', 'yaml']"
MMKV,"['android', 'docker', 'flutter', 'github funding', 'gradle', 'gradle-wrapper', 'json', 'yaml']"
clash-verge-rev,"['cargo', 'clippy', 'crowdin', 'github', 'github funding', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'renovate', 'rustfmt', 'toml', 'tsconfig']"
Proton,"['github issues', 'json']"
pingcap_tidb,"['codecov', 'dependabot', 'docker', 'docker compose', 'github', 'github issues', 'golangci-lint', 'json', 'nodejs', 'npm', 'pre-commit', 'toml', 'tsconfig', 'yaml']"
qBittorrent,"['dependabot', 'github', 'github funding', 'github issues', 'npm', 'pre-commit', 'typos', 'yaml']"
react-router,"['changesets', 'dependabot', 'github funding', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'tsconfig', 'vscode', 'wrangler', 'yaml']"
bilibili-API-collect,"['github funding', 'github issues', 'github-action', 'npm']"
fabric,"['dependabot', 'devcontainer', 'docker', 'docker-compose', 'github', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'toml', 'tsconfig', 'vscode', 'yaml']"
mdb-ui-kit,['npm']
mitmproxy,"['codecov', 'dependabot', 'docker', 'github issues', 'github-action', 'nodejs', 'npm', 'poetry', 'tsconfig']"
faker,"['dependabot', 'github funding', 'github-action', 'mypy', 'readthedocs', 'tox']"
Apktool,"['configparser', 'dependabot', 'github funding', 'github issues', 'github-action', 'gradle-wrapper', 'jitpack', 'toml']"
cherry-studio,"['dependabot', 'github', 'github issues', 'github-action', 'json', 'npm', 'tsconfig', 'vscode', 'yaml', 'yarn']"
CasaOS,"['github', 'github issues', 'github-action', 'goreleaser', 'npm', 'tsconfig', 'yaml']"
scikit-learn,"['azure pipelines', 'circleci', 'codecov', 'dependabot', 'github', 'github funding', 'github issues', 'github-action', 'json', 'poetry', 'pre-commit', 'yaml']"
continuedev_continue,"['cargo', 'dependabot', 'eslint', 'github', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'nodejs', 'npm', 'poetry', 'tox', 'travis', 'tsconfig', 'vscode', 'yaml']"
ultralytics,"['dependabot', 'docker', 'github issues', 'github-action', 'mkdocs', 'poetry', 'ultralytics yolo', 'yaml']"
headlessui,"['github funding', 'github issues', 'github-action', 'nodejs', 'npm', 'tsconfig', 'vercel']"
FFmpeg,['json']
Xray-core,"['dependabot', 'docker', 'github', 'github issues', 'github-action']"
google_fonts,"['cargo', 'github', 'github-action', 'npm', 'poetry', 'tox', 'yaml']"
rich,"['dependabot', 'github funding', 'github-action', 'json', 'poetry', 'pre-commit', 'readthedocs', 'tox', 'yaml']"
matplotlib,"['appveyor', 'azure pipelines', 'circleci', 'codecov', 'dependabot', 'devcontainer', 'github', 'github funding', 'github issues', 'github-action', 'json', 'poetry', 'pre-commit', 'tox', 'yaml']"
emscripten,"['circleci', 'dependabot', 'django', 'github', 'github-action', 'json', 'nodejs', 'npm', 'poetry', 'prettier']"
fuels-rs,"['cargo', 'github-action', 'markdownlint', 'rustfmt', 'toml', 'typos']"
hexo,"['dependabot', 'github funding', 'github issues', 'github-action', 'json', 'mocha', 'npm', 'tsconfig']"
viper,"['dependabot', 'github', 'github issues', 'golangci-lint', 'yaml']"
libgdx,"['android', 'docker', 'github', 'github funding', 'github-action', 'gradle', 'gradle-wrapper', 'json']"
upscayl,"['github funding', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig']"
apache_spark,"['buf', 'configparser', 'docker', 'github', 'github-action', 'json', 'log4j', 'maven', 'mkdocs', 'mypy', 'nodejs', 'npm', 'poetry', 'tox', 'yaml']"
glance,"['docker', 'github', 'github funding', 'github issues', 'goreleaser', 'json']"
Folo,"['android', 'dependabot', 'github', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'tsconfig', 'turborepo', 'vercel', 'vscode', 'yaml']"
yew,"['ansible-playbook', 'cargo', 'cargo-make', 'dependabot', 'firebase', 'github funding', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'prettier', 'rustfmt', 'toml', 'tsconfig', 'yaml']"
browser-use,"['docker', 'github', 'github issues', 'github-action', 'poetry', 'pre-commit']"
GSAP,['npm']
hoppscotch,"['cargo', 'dependabot', 'devcontainer', 'docker', 'docker-compose', 'firebase', 'github', 'github funding', 'github issues', 'github-action', 'json', 'netlify', 'npm', 'pnpm', 'toml', 'tsconfig', 'vscode', 'yaml']"
locust,"['docker', 'github issues', 'github-action', 'json', 'npm', 'poetry', 'pre-commit', 'readthedocs', 'tsconfig', 'vscode', 'yarn']"
Dokploy_dokploy,"['biomejs', 'docker', 'github funding', 'github issues', 'github-action', 'json', 'lefthook', 'npm', 'pnpm', 'tsconfig', 'vscode']"
Infisical_infisical,"['babel', 'chart testing', 'docker', 'docker compose', 'docker-compose', 'github', 'github-action', 'helm', 'json', 'kubernetes', 'nodejs', 'nodemon', 'npm', 'prettier', 'tsconfig', 'yaml']"
open-interpreter,"['devcontainer', 'django', 'docker', 'github issues', 'github-action', 'poetry', 'pre-commit', 'yaml']"
tesseract,"['appveyor', 'docker-compose', 'github issues', 'github-action', 'snapscraft']"
druid,"['codecov', 'configparser', 'devcontainer', 'docker', 'docker-compose', 'github', 'github issues', 'github-action', 'gitpod', 'gradle-wrapper', 'json', 'maven', 'maven-wrapper', 'spring', 'travis', 'yaml']"
puter,"['docker', 'docker-compose', 'github', 'github funding', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'rust', 'toml']"
marker,"['django', 'github-action', 'json', 'poetry', 'pre-commit']"
nw.js,"['github', 'json', 'mkdocs', 'npm', 'readthedocs']"
taichi,"['conda', 'github', 'github issues', 'github-action', 'json', 'netlify', 'poetry', 'pre-commit']"
GyulyVGC_sniffnet,"['cargo', 'cross', 'dependabot', 'docker', 'github funding', 'github issues', 'github-action', 'json', 'toml', 'yaml']"
rufus,"['configparser', 'dependabot', 'github issues', 'github-action']"
kestra,"['codecov', 'configparser', 'dependabot', 'devcontainer', 'docker', 'docker-compose', 'github', 'github issues', 'github-action', 'gitpod', 'gradle', 'gradle-wrapper', 'json', 'nodejs', 'npm', 'spring', 'tsconfig', 'yaml']"
chatgpt-on-wechat,"['docker', 'docker-compose', 'github issues', 'github-action', 'json', 'nixpacks', 'poetry', 'pre-commit', 'yaml']"
zap,"['codecov', 'dependabot', 'github issues', 'github-action', 'golangci-lint', 'yaml']"
mdx,"['ansible-playbook', 'github-action', 'nodejs', 'npm', 'tsconfig', 'vercel']"
beekeeper-studio,"['configparser', 'docker-compose', 'eslint', 'github funding', 'github-action', 'json', 'mkdocs', 'npm', 'tsconfig', 'vscode', 'yaml']"
carbon-lang,"['github', 'github issues', 'jekyll', 'json', 'nodejs', 'npm', 'poetry', 'pre-commit', 'prettier', 'tsconfig', 'vscode']"
MagicMirror,"['cspell', 'dependabot', 'github', 'github funding', 'github issues', 'json', 'markdownlint', 'nodejs', 'npm']"
stanford-oval_storm,"['github-action', 'pre-commit', 'streamlit']"
kotlin,"['configparser', 'docker', 'gradle', 'gradle-wrapper', 'json', 'maven', 'maven-wrapper', 'nodejs', 'npm', 'toml', 'yaml']"
dolt,"['docker', 'github', 'github funding', 'github-action', 'nodejs', 'npm']"
fabric.js,"['dependabot', 'devcontainer', 'github', 'github funding', 'github issues', 'github-action', 'gitpod', 'json', 'nodejs', 'nodemon', 'npm', 'tsconfig', 'vscode']"
surrealdb,"['cargo', 'cargo-make', 'clippy', 'dependabot', 'docker', 'github', 'github issues', 'github-action', 'grafana', 'pre-commit', 'prometheus', 'rust', 'rustfmt', 'toml', 'yaml']"
ScreenToGif,"['github funding', 'github-action']"
grpc-go,"['codecov', 'docker', 'github-action', 'toml']"
vimium,"['deno', 'json']"
ignite,"['circleci', 'github issues', 'json', 'npm', 'tsconfig', 'yaml', 'yarn']"
ansible_ansible,"['azure pipelines', 'github issues', 'poetry', 'toml', 'yaml']"
d2,"['docker', 'github-action', 'npm', 'pre-commit']"
ant-design-vue,"['codecov', 'github', 'github funding', 'github issues', 'github-action', 'json', 'npm', 'renovate', 'stylelint', 'tsconfig']"
solid,"['changesets', 'github funding', 'github issues', 'github-action', 'gitpod', 'npm', 'pnpm', 'tsconfig', 'turborepo']"
htmx,"['github funding', 'github-action', 'json', 'netlify', 'nodejs', 'npm', 'toml']"
iina,"['crowdin', 'github funding', 'github issues', 'github-action', 'json', 'typos']"
gum,"['dependabot', 'docker', 'github-action', 'golangci-lint', 'goreleaser']"
3x-ui,"['docker', 'docker-compose', 'github', 'github funding', 'github issues', 'github-action', 'json', 'toml']"
apify_crawlee,"['biomejs', 'docker', 'eslint', 'github issues', 'github-action', 'json', 'lerna', 'npm', 'renovate', 'tsconfig', 'turborepo', 'yaml', 'yarn']"
juspay_hyperswitch,"['cargo', 'clippy', 'deepsource', 'devcontainer', 'docker', 'docker compose', 'docker-compose', 'github', 'github issues', 'github-action', 'grafana', 'json', 'nodejs', 'npm', 'prometheus', 'redis', 'rustfmt', 'toml', 'typos', 'yaml']"
pandoc,"['cirrus', 'dependabot', 'github', 'github funding', 'github issues', 'github-action', 'toml', 'yaml']"
stb,"['github issues', 'github-action', 'travis']"
Qwen3,"['github issues', 'github-action', 'readthedocs', 'yaml']"
postcss,"['github funding', 'github-action', 'npm', 'pnpm', 'tsconfig']"
parse-server,"['dependabot', 'docker', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig']"
vim,"['appveyor', 'cirrus', 'codecov', 'dependabot', 'github', 'github funding', 'github issues', 'github-action', 'json']"
esbuild,"['github-action', 'nodejs', 'npm', 'tsconfig']"
sharp,"['cirrus', 'github funding', 'github issues', 'github-action', 'npm']"
k6,"['codecov', 'dependabot', 'docker', 'docker-compose', 'github', 'github issues', 'github-action', 'golangci-lint', 'json', 'yaml']"
lux,"['codecov', 'github-action', 'golangci-lint', 'goreleaser', 'toml', 'yaml']"
prisma,"['dependabot', 'docker', 'docker-compose', 'github', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'prettier', 'tsconfig', 'vscode', 'wrangler']"
OpenAPI-Specification,"['dependabot', 'github', 'github issues', 'github-action', 'json', 'markdownlint', 'nodejs', 'npm', 'yaml']"
homebrew-cask,"['dependabot', 'github', 'github issues', 'github-action', 'json', 'rubocop']"
core,"['azure pipelines', 'github', 'github issues', 'github-action', 'json', 'vscode', 'yaml']"
lx-music-desktop,"['github', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig', 'vscode', 'yaml']"
v2ray-core,"['dependabot', 'github', 'github-action', 'json']"
age,"['github issues', 'github-action']"
react-testing-library,"['codecov', 'github-action', 'json', 'npm', 'tsconfig']"
ip2region,"['cargo', 'json', 'maven', 'mocha', 'npm', 'tsconfig']"
text-generation-webui,"['chart testing', 'dependabot', 'django', 'docker', 'docker-compose', 'github issues', 'github-action', 'json', 'yaml']"
SmsForwarder,"['android', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'toml']"
metabase_metabase,"['angular', 'apify', 'babel', 'chart testing', 'codecov', 'configparser', 'crowdin', 'devcontainer', 'docker', 'docker-compose', 'github', 'github issues', 'github-action', 'helm', 'json', 'nodejs', 'npm', 'pre-commit', 'stylelint', 'toml', 'tsconfig', 'vscode', 'yaml']"
appsmithorg_appsmith,"['ansible-playbook', 'configparser', 'cypress', 'deepsource', 'dependabot', 'docker', 'docker-compose', 'eslint', 'github', 'github config', 'github issues', 'github-action', 'helm', 'heroku', 'json', 'knip', 'kubernetes', 'maven', 'npm', 'redis', 'spring', 'tsconfig', 'vercel', 'yaml', 'yarn']"
angular_angular,"['angular', 'cypress', 'devcontainer', 'eslint', 'firebase', 'github', 'github issues', 'github-action', 'json', 'nginx', 'nodejs', 'npm', 'pnpm', 'renovate', 'tsconfig', 'tslint', 'vscode', 'yaml']"
hello-algo,"['cargo', 'docker', 'docker-compose', 'github-action', 'json', 'mkdocs', 'npm', 'tsconfig']"
p5.js,"['codecov', 'eslint', 'github', 'github config', 'github funding', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'vscode', 'yaml']"
air,"['docker', 'github funding', 'github-action', 'golangci-lint', 'goreleaser', 'toml']"
motion,"['circleci', 'cypress', 'devcontainer', 'docker', 'github funding', 'github-action', 'jest', 'json', 'lerna', 'npm', 'prettier', 'tsconfig', 'turborepo', 'vscode', 'yarn']"
ColossalAI,"['configparser', 'docker', 'github issues', 'github-action', 'json', 'pre-commit', 'yaml']"
swr,"['github', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'tsconfig']"
plane,"['docker', 'docker-compose', 'eslint', 'github issues', 'github-action', 'json', 'nginx', 'npm', 'poetry', 'postgresql', 'prettier', 'tsconfig', 'turborepo', 'yaml', 'yarn']"
mongoose,"['dependabot', 'github', 'github funding', 'github issues', 'github-action', 'mocha', 'npm', 'tsconfig', 'yaml']"
signoz,"['docker', 'docker compose', 'github', 'github config', 'github-action', 'gitpod', 'golangci-lint', 'goreleaser', 'json', 'npm', 'prettier', 'prometheus', 'sonar-qube', 'tsconfig', 'yaml']"
PaddleOCR,"['android', 'dependabot', 'docker', 'github', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'mkdocs', 'poetry', 'pre-commit', 'yaml']"
bulletproof-react,"['github-action', 'npm', 'tsconfig', 'vscode']"
facebook_hhvm,"['azure pipelines', 'cargo', 'circleci', 'clippy', 'configparser', 'dependabot', 'devcontainer', 'docker', 'github-action', 'json', 'maven', 'npm', 'php', 'poetry', 'rustfmt', 'yaml']"
zx,"['docker', 'github', 'github funding', 'github-action', 'json', 'lefthook', 'nodejs', 'npm', 'tsconfig']"
signalapp_Signal-Android,"['android', 'docker', 'github', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'toml']"
plotly_dash,"['circleci', 'cspell', 'eslint', 'github funding', 'github-action', 'json', 'lerna', 'nodejs', 'npm', 'renovate', 'tsconfig', 'tslint', 'yaml']"
linux-insides,['docker']
hasura_graphql-engine,"['babel', 'cargo', 'circleci', 'devcontainer', 'docker', 'docker compose', 'docker-compose', 'drone', 'eslint', 'github issues', 'github-action', 'golangci-lint', 'json', 'kodiak', 'kubernetes', 'lerna', 'maven', 'netlify', 'nodejs', 'npm', 'prometheus', 'rust', 'swagger', 'toml', 'travis', 'tsconfig', 'vscode', 'yaml', 'yarn']"
crawl4ai,"['docker', 'docker-compose', 'github', 'github issues', 'github-action', 'mkdocs', 'poetry', 'toml', 'yaml']"
echo,"['codecov', 'github', 'github funding', 'github-action']"
simdjson,"['appveyor', 'circleci', 'cirrus', 'docker', 'drone', 'github', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'travis', 'vscode']"
vant-weapp,"['ansible-playbook', 'dependabot', 'github', 'github funding', 'github issues', 'github-action', 'json', 'npm', 'tsconfig']"
deepface,"['docker', 'github funding', 'github issues', 'json', 'vscode']"
fastlane_fastlane,"['android', 'appveyor', 'circleci', 'configparser', 'dependabot', 'github', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'rubocop', 'travis', 'yaml']"
wechaty,"['appveyor', 'codeclimate', 'docker', 'github', 'github funding', 'github-action', 'json', 'markdownlint', 'npm', 'tsconfig', 'vscode', 'yaml']"
mindsdb,"['configparser', 'devcontainer', 'django', 'docker', 'docker-compose', 'github', 'github issues', 'github-action', 'gitpod', 'json', 'poetry', 'pre-commit', 'yaml']"
vaultwarden,"['cargo', 'docker', 'github funding', 'github issues', 'github-action', 'json', 'pre-commit', 'rust', 'rustfmt', 'toml', 'yaml']"
jotai,"['github', 'github funding', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'tsconfig', 'vercel']"
gitbook,"['biomejs', 'bun', 'changesets', 'github', 'json', 'npm', 'tsconfig', 'turborepo', 'vscode', 'yaml']"
coreutils,"['cargo', 'cargo-make', 'clippy', 'codecov', 'cross', 'devcontainer', 'docker', 'github', 'github funding', 'github-action', 'json', 'markdownlint', 'pre-commit', 'renovate', 'rustfmt', 'toml', 'vscode']"
ha_xiaomi_home,"['github', 'github issues', 'json', 'yaml']"
vim-airline,['github-action']
retrofit,"['github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'nodejs', 'npm', 'toml', 'tsconfig']"
openssl,"['dependabot', 'github funding', 'github-action', 'json', 'yaml']"
ember.js,"['codeclimate', 'dependabot', 'github', 'github-action', 'json', 'npm', 'pnpm', 'tsconfig']"
searxng_searxng,"['biomejs', 'configparser', 'dependabot', 'devcontainer', 'docker', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'pyright', 'stylelint', 'toml', 'tsconfig', 'vscode', 'yaml']"
RevokeMsgPatcher,"['appveyor', 'github issues', 'github-action', 'json']"
keycloak_keycloak,"['ansible', 'configparser', 'dependabot', 'docker', 'eslint', 'github', 'github issues', 'github-action', 'json', 'log4j', 'maven', 'maven-wrapper', 'mocha', 'npm', 'pnpm', 'spring', 'toml', 'tsconfig', 'yaml']"
n,"['github funding', 'markdownlint', 'nodejs', 'npm']"
ShareX,"['github funding', 'github-action', 'json', 'yaml']"
Flowise,"['docker', 'docker-compose', 'github funding', 'github issues', 'github-action', 'json', 'nodemon', 'npm', 'pnpm', 'swagger', 'tsconfig', 'turborepo', 'yaml']"
generative-models,"['github-action', 'poetry', 'yaml']"
llamafile,"['github', 'github issues', 'github-action']"
solidity,"['circleci', 'docker', 'github issues', 'github-action', 'json', 'readthedocs', 'snapscraft']"
koreader,"['circleci', 'codecov', 'configparser', 'dependabot', 'github funding', 'github issues', 'github-action', 'json']"
youtube-dl,"['github issues', 'github-action', 'tox']"
LazyVim,"['dependabot', 'github', 'github issues', 'github-action', 'json', 'stylua', 'toml']"
anything-llm,"['devcontainer', 'docker', 'docker-compose', 'github', 'github funding', 'github issues', 'json', 'nodemon', 'npm', 'toml', 'vscode', 'yaml']"
netty,"['android', 'configparser', 'devcontainer', 'docker', 'docker compose', 'github', 'github-action', 'json', 'maven', 'maven-wrapper', 'yaml']"
detectron2,"['docker', 'docker-compose', 'github', 'github issues', 'github-action', 'yaml']"
NativeScript_NativeScript,"['android', 'apify', 'dependabot', 'eslint', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'lerna', 'nodejs', 'npm', 'prettier', 'toml', 'tsconfig', 'tslint', 'vscode', 'yaml']"
hiddify-app,"['android', 'configparser', 'dependabot', 'flutter', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'vscode', 'yaml']"
Catch2,"['appveyor', 'cmake', 'codecov', 'github', 'github funding', 'github-action', 'json']"
cloc,"['devcontainer', 'docker', 'github funding', 'github-action', 'vscode']"
julia,"['codecov', 'dependabot', 'devcontainer', 'github-action', 'json', 'toml', 'typos', 'yaml']"
glow,"['dependabot', 'docker', 'github issues', 'github-action', 'golangci-lint', 'goreleaser', 'yaml']"
wails,"['crowdin', 'github', 'github funding', 'github issues', 'github-action', 'golangci-lint', 'json', 'nodejs', 'npm', 'pnpm', 'prettier', 'tsconfig', 'vscode', 'yaml']"
langflow-ai_langflow,"['biomejs', 'codecov', 'configparser', 'dependabot', 'devcontainer', 'django', 'docker', 'docker-compose', 'eslint', 'github', 'github issues', 'github-action', 'json', 'nginx', 'nodejs', 'npm', 'poetry', 'pre-commit', 'prometheus', 'tsconfig', 'vscode', 'yaml']"
fx,"['docker', 'github-action', 'npm', 'snapscraft']"
openui,"['devcontainer', 'docker', 'docker compose', 'flyio', 'github-action', 'gitpod', 'json', 'npm', 'pnpm', 'poetry', 'postcss', 'prettier', 'renovate', 'stylelint', 'tsconfig', 'vercel', 'vscode', 'yaml']"
insightface,"['android', 'docker', 'docker-compose', 'gradle', 'gradle-wrapper', 'poetry', 'toml', 'yaml']"
DeepSeek-V3,"['github-action', 'json']"
screenshot-to-code,"['docker', 'docker-compose', 'github funding', 'json', 'npm', 'poetry', 'pre-commit', 'pyright', 'tsconfig', 'vscode']"
gpt-researcher,"['dependabot', 'docker', 'docker-compose', 'eslint', 'github-action', 'json', 'npm', 'poetry', 'tsconfig']"
qlib,"['deepsource', 'docker', 'github', 'github-action', 'mypy', 'poetry', 'pre-commit', 'readthedocs']"
oh-my-posh,"['dependabot', 'devcontainer', 'docker', 'fuel', 'github', 'github funding', 'github issues', 'github-action', 'golangci-lint', 'goreleaser', 'json', 'markdownlint', 'nodejs', 'npm', 'vscode', 'yaml']"
ant-design,"['biomejs', 'codecov', 'dependabot', 'devcontainer', 'github funding', 'github issues', 'github-action', 'gitpod', 'json', 'npm', 'renovate', 'tsconfig']"
folly,"['dependabot', 'devcontainer', 'github-action']"
zod,"['changesets', 'devcontainer', 'github-action', 'json', 'npm', 'pnpm', 'tsconfig', 'vscode', 'yaml']"
compose-multiplatform,"['android', 'configparser', 'docker', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'toml', 'yaml']"
yup,"['github-action', 'json', 'npm', 'renovate', 'tsconfig', 'yarn']"
slate,"['changesets', 'eslint', 'gitbook', 'github issues', 'github-action', 'json', 'lerna', 'markdownlint', 'npm', 'tsconfig', 'vscode', 'yaml', 'yarn']"
ExplorerPatcher,"['github issues', 'github-action', 'yaml']"
XX-Net,"['django', 'github-action', 'json', 'yaml']"
Dapper,"['appveyor', 'github funding', 'github-action', 'json']"
playwright,"['android', 'dependabot', 'github', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'maven', 'nodejs', 'npm', 'tsconfig', 'yaml']"
kotaemon,"['configparser', 'django', 'docker', 'flyio', 'github', 'github issues', 'json', 'mkdocs', 'poetry', 'pre-commit']"
sequelize,"['docker-compose', 'github funding', 'github issues', 'github-action', 'json', 'lerna', 'markdownlint', 'npm', 'prettier', 'renovate', 'tsconfig', 'yarn']"
ai-hedge-fund,"['configparser', 'dependabot', 'docker', 'docker-compose', 'json', 'nodejs', 'npm', 'pnpm', 'poetry', 'tsconfig']"
