Concept,Option
circleci,jobs.build.docker.image
circleci,jobs.build.steps
circleci,jobs.build.steps.restore_cache.key
circleci,jobs.build.steps.save_cache.key
circleci,jobs.build.steps.save_cache.paths
circleci,jobs.build.steps.store_artifacts.path
circleci,jobs.build.steps.store_test_results.path
circleci,jobs.build.working_directory
circleci,version
